name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-3667,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3667 for stress verification
Copper Component Type-3668,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3668 for stress verification
Copper Component Type-3669,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3669 for stress verification
Copper Component Type-3670,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3670 for stress verification
Copper Component Type-3671,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3671 for stress verification
Copper Component Type-3672,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3672 for stress verification
Copper Component Type-3673,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3673 for stress verification
Copper Component Type-3674,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3674 for stress verification
Copper Component Type-3675,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3675 for stress verification
Copper Component Type-3676,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3676 for stress verification
Copper Component Type-3677,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3677 for stress verification
Copper Component Type-3678,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3678 for stress verification
Copper Component Type-3679,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3679 for stress verification
Copper Component Type-3680,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3680 for stress verification
Copper Component Type-3681,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3681 for stress verification
Copper Component Type-3682,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3682 for stress verification
Copper Component Type-3683,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3683 for stress verification
Copper Component Type-3684,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3684 for stress verification
Copper Component Type-3685,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3685 for stress verification
Copper Component Type-3686,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3686 for stress verification
Copper Component Type-3687,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3687 for stress verification
Copper Component Type-3688,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3688 for stress verification
Copper Component Type-3689,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3689 for stress verification
Copper Component Type-3690,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3690 for stress verification
Copper Component Type-3691,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3691 for stress verification
Copper Component Type-3692,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3692 for stress verification
Copper Component Type-3693,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3693 for stress verification
Copper Component Type-3694,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3694 for stress verification
Copper Component Type-3695,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3695 for stress verification
Copper Component Type-3696,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3696 for stress verification
Copper Component Type-3697,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3697 for stress verification
Copper Component Type-3698,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3698 for stress verification
Copper Component Type-3699,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3699 for stress verification
Copper Component Type-3700,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3700 for stress verification
Copper Component Type-3701,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3701 for stress verification
Copper Component Type-3702,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3702 for stress verification
Copper Component Type-3703,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3703 for stress verification
Copper Component Type-3704,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3704 for stress verification
Copper Component Type-3705,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3705 for stress verification
Copper Component Type-3706,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3706 for stress verification
Copper Component Type-3707,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3707 for stress verification
Copper Component Type-3708,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3708 for stress verification
Copper Component Type-3709,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3709 for stress verification
Copper Component Type-3710,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3710 for stress verification
Copper Component Type-3711,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3711 for stress verification
Copper Component Type-3712,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3712 for stress verification
Copper Component Type-3713,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3713 for stress verification
Copper Component Type-3714,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3714 for stress verification
Copper Component Type-3715,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3715 for stress verification
Copper Component Type-3716,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3716 for stress verification
Copper Component Type-3717,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3717 for stress verification
Copper Component Type-3718,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3718 for stress verification
Copper Component Type-3719,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3719 for stress verification
Copper Component Type-3720,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3720 for stress verification
Copper Component Type-3721,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3721 for stress verification
Copper Component Type-3722,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3722 for stress verification
Copper Component Type-3723,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3723 for stress verification
Copper Component Type-3724,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3724 for stress verification
Copper Component Type-3725,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3725 for stress verification
Copper Component Type-3726,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3726 for stress verification
Copper Component Type-3727,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3727 for stress verification
Copper Component Type-3728,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3728 for stress verification
Copper Component Type-3729,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3729 for stress verification
Copper Component Type-3730,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3730 for stress verification
Copper Component Type-3731,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3731 for stress verification
Copper Component Type-3732,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3732 for stress verification
Copper Component Type-3733,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3733 for stress verification
Copper Component Type-3734,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3734 for stress verification
Copper Component Type-3735,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3735 for stress verification
Copper Component Type-3736,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3736 for stress verification
Copper Component Type-3737,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3737 for stress verification
Copper Component Type-3738,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3738 for stress verification
Copper Component Type-3739,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3739 for stress verification
Copper Component Type-3740,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3740 for stress verification
Copper Component Type-3741,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3741 for stress verification
Copper Component Type-3742,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3742 for stress verification
Copper Component Type-3743,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3743 for stress verification
Copper Component Type-3744,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3744 for stress verification
Copper Component Type-3745,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3745 for stress verification
Copper Component Type-3746,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3746 for stress verification
Copper Component Type-3747,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3747 for stress verification
Copper Component Type-3748,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3748 for stress verification
Copper Component Type-3749,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3749 for stress verification
Copper Component Type-3750,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3750 for stress verification
Copper Component Type-3751,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3751 for stress verification
Copper Component Type-3752,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3752 for stress verification
Copper Component Type-3753,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3753 for stress verification
Copper Component Type-3754,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3754 for stress verification
Copper Component Type-3755,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3755 for stress verification
Copper Component Type-3756,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3756 for stress verification
Copper Component Type-3757,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3757 for stress verification
Copper Component Type-3758,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3758 for stress verification
Copper Component Type-3759,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3759 for stress verification
Copper Component Type-3760,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3760 for stress verification
Copper Component Type-3761,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3761 for stress verification
Copper Component Type-3762,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3762 for stress verification
Copper Component Type-3763,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3763 for stress verification
Copper Component Type-3764,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3764 for stress verification
Copper Component Type-3765,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3765 for stress verification
Copper Component Type-3766,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3766 for stress verification
Copper Component Type-3767,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3767 for stress verification
Copper Component Type-3768,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3768 for stress verification
Copper Component Type-3769,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3769 for stress verification
Copper Component Type-3770,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3770 for stress verification
Copper Component Type-3771,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3771 for stress verification
Copper Component Type-3772,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3772 for stress verification
Copper Component Type-3773,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3773 for stress verification
Copper Component Type-3774,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3774 for stress verification
Copper Component Type-3775,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3775 for stress verification
Copper Component Type-3776,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3776 for stress verification
Copper Component Type-3777,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3777 for stress verification
Copper Component Type-3778,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3778 for stress verification
Copper Component Type-3779,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3779 for stress verification
Copper Component Type-3780,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3780 for stress verification
Copper Component Type-3781,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3781 for stress verification
Copper Component Type-3782,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3782 for stress verification
Copper Component Type-3783,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3783 for stress verification
Copper Component Type-3784,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3784 for stress verification
Copper Component Type-3785,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3785 for stress verification
Copper Component Type-3786,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3786 for stress verification
Copper Component Type-3787,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3787 for stress verification
Copper Component Type-3788,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3788 for stress verification
Copper Component Type-3789,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3789 for stress verification
Copper Component Type-3790,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3790 for stress verification
Copper Component Type-3791,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3791 for stress verification
Copper Component Type-3792,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3792 for stress verification
Copper Component Type-3793,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3793 for stress verification
Copper Component Type-3794,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3794 for stress verification
Copper Component Type-3795,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3795 for stress verification
Copper Component Type-3796,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3796 for stress verification
Copper Component Type-3797,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3797 for stress verification
Copper Component Type-3798,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3798 for stress verification
Copper Component Type-3799,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3799 for stress verification
Copper Component Type-3800,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3800 for stress verification
Copper Component Type-3801,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3801 for stress verification
Copper Component Type-3802,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3802 for stress verification
Copper Component Type-3803,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3803 for stress verification
Copper Component Type-3804,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3804 for stress verification
Copper Component Type-3805,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3805 for stress verification
Copper Component Type-3806,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3806 for stress verification
Copper Component Type-3807,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3807 for stress verification
Copper Component Type-3808,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3808 for stress verification
Copper Component Type-3809,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3809 for stress verification
Copper Component Type-3810,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3810 for stress verification
Copper Component Type-3811,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3811 for stress verification
Copper Component Type-3812,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3812 for stress verification
Copper Component Type-3813,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3813 for stress verification
Copper Component Type-3814,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3814 for stress verification
Copper Component Type-3815,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3815 for stress verification
Copper Component Type-3816,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3816 for stress verification
Copper Component Type-3817,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3817 for stress verification
Copper Component Type-3818,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3818 for stress verification
Copper Component Type-3819,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3819 for stress verification
Copper Component Type-3820,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3820 for stress verification
Copper Component Type-3821,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3821 for stress verification
Copper Component Type-3822,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3822 for stress verification
Copper Component Type-3823,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3823 for stress verification
Copper Component Type-3824,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3824 for stress verification
Copper Component Type-3825,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3825 for stress verification
Copper Component Type-3826,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3826 for stress verification
Copper Component Type-3827,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3827 for stress verification
Copper Component Type-3828,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3828 for stress verification
Copper Component Type-3829,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3829 for stress verification
Copper Component Type-3830,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3830 for stress verification
Copper Component Type-3831,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3831 for stress verification
Copper Component Type-3832,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3832 for stress verification
Copper Component Type-3833,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3833 for stress verification
Copper Component Type-3834,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3834 for stress verification
Copper Component Type-3835,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3835 for stress verification
Copper Component Type-3836,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3836 for stress verification
Copper Component Type-3837,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3837 for stress verification
Copper Component Type-3838,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3838 for stress verification
Copper Component Type-3839,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3839 for stress verification
Copper Component Type-3840,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3840 for stress verification
Copper Component Type-3841,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3841 for stress verification
Copper Component Type-3842,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3842 for stress verification
Copper Component Type-3843,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3843 for stress verification
Copper Component Type-3844,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3844 for stress verification
Copper Component Type-3845,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3845 for stress verification
Copper Component Type-3846,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3846 for stress verification
Copper Component Type-3847,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3847 for stress verification
Copper Component Type-3848,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3848 for stress verification
Copper Component Type-3849,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3849 for stress verification
Copper Component Type-3850,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3850 for stress verification
Copper Component Type-3851,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3851 for stress verification
Copper Component Type-3852,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3852 for stress verification
Copper Component Type-3853,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3853 for stress verification
Copper Component Type-3854,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3854 for stress verification
Copper Component Type-3855,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3855 for stress verification
Copper Component Type-3856,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3856 for stress verification
Copper Component Type-3857,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3857 for stress verification
Copper Component Type-3858,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3858 for stress verification
Copper Component Type-3859,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3859 for stress verification
Copper Component Type-3860,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3860 for stress verification
Copper Component Type-3861,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3861 for stress verification
Copper Component Type-3862,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3862 for stress verification
Copper Component Type-3863,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3863 for stress verification
Copper Component Type-3864,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3864 for stress verification
Copper Component Type-3865,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3865 for stress verification
Copper Component Type-3866,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3866 for stress verification
Copper Component Type-3867,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3867 for stress verification
Copper Component Type-3868,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3868 for stress verification
Copper Component Type-3869,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3869 for stress verification
Copper Component Type-3870,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3870 for stress verification
Copper Component Type-3871,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3871 for stress verification
Copper Component Type-3872,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3872 for stress verification
Copper Component Type-3873,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3873 for stress verification
Copper Component Type-3874,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3874 for stress verification
Copper Component Type-3875,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3875 for stress verification
Copper Component Type-3876,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3876 for stress verification
Copper Component Type-3877,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3877 for stress verification
Copper Component Type-3878,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3878 for stress verification
Copper Component Type-3879,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3879 for stress verification
Copper Component Type-3880,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3880 for stress verification
Copper Component Type-3881,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3881 for stress verification
Copper Component Type-3882,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3882 for stress verification
Copper Component Type-3883,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3883 for stress verification
Copper Component Type-3884,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3884 for stress verification
Copper Component Type-3885,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3885 for stress verification
Copper Component Type-3886,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3886 for stress verification
Copper Component Type-3887,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3887 for stress verification
Copper Component Type-3888,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3888 for stress verification
Copper Component Type-3889,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3889 for stress verification
Copper Component Type-3890,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3890 for stress verification
Copper Component Type-3891,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3891 for stress verification
Copper Component Type-3892,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3892 for stress verification
Copper Component Type-3893,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3893 for stress verification
Copper Component Type-3894,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3894 for stress verification
Copper Component Type-3895,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3895 for stress verification
Copper Component Type-3896,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3896 for stress verification
Copper Component Type-3897,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3897 for stress verification
Copper Component Type-3898,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3898 for stress verification
Copper Component Type-3899,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3899 for stress verification
Copper Component Type-3900,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3900 for stress verification
Copper Component Type-3901,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3901 for stress verification
Copper Component Type-3902,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3902 for stress verification
Copper Component Type-3903,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3903 for stress verification
Copper Component Type-3904,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3904 for stress verification
Copper Component Type-3905,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3905 for stress verification
Copper Component Type-3906,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3906 for stress verification
Copper Component Type-3907,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3907 for stress verification
Copper Component Type-3908,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3908 for stress verification
Copper Component Type-3909,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3909 for stress verification
Copper Component Type-3910,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3910 for stress verification
Copper Component Type-3911,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3911 for stress verification
Copper Component Type-3912,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3912 for stress verification
Copper Component Type-3913,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3913 for stress verification
Copper Component Type-3914,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3914 for stress verification
Copper Component Type-3915,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3915 for stress verification
Copper Component Type-3916,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3916 for stress verification
Copper Component Type-3917,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3917 for stress verification
Copper Component Type-3918,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3918 for stress verification
Copper Component Type-3919,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3919 for stress verification
Copper Component Type-3920,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3920 for stress verification
Copper Component Type-3921,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3921 for stress verification
Copper Component Type-3922,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3922 for stress verification
Copper Component Type-3923,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3923 for stress verification
Copper Component Type-3924,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3924 for stress verification
Copper Component Type-3925,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3925 for stress verification
Copper Component Type-3926,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3926 for stress verification
Copper Component Type-3927,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3927 for stress verification
Copper Component Type-3928,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3928 for stress verification
Copper Component Type-3929,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3929 for stress verification
Copper Component Type-3930,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3930 for stress verification
Copper Component Type-3931,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3931 for stress verification
Copper Component Type-3932,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3932 for stress verification
Copper Component Type-3933,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3933 for stress verification
Copper Component Type-3934,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3934 for stress verification
Copper Component Type-3935,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3935 for stress verification
Copper Component Type-3936,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3936 for stress verification
Copper Component Type-3937,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3937 for stress verification
Copper Component Type-3938,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3938 for stress verification
Copper Component Type-3939,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3939 for stress verification
Copper Component Type-3940,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3940 for stress verification
Copper Component Type-3941,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3941 for stress verification
Copper Component Type-3942,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3942 for stress verification
Copper Component Type-3943,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3943 for stress verification
Copper Component Type-3944,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3944 for stress verification
Copper Component Type-3945,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3945 for stress verification
Copper Component Type-3946,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3946 for stress verification
Copper Component Type-3947,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3947 for stress verification
Copper Component Type-3948,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3948 for stress verification
Copper Component Type-3949,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3949 for stress verification
Copper Component Type-3950,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3950 for stress verification
Copper Component Type-3951,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3951 for stress verification
Copper Component Type-3952,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3952 for stress verification
Copper Component Type-3953,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3953 for stress verification
Copper Component Type-3954,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3954 for stress verification
Copper Component Type-3955,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3955 for stress verification
